zip_code,centroid_x,centroid_y
98942,-1552000.3852505332,402253.311757228
99019,-1267526.397256052,429893.4211323871
99141,-1319360.3887280396,565822.1404497905
99161,-1289524.0402394694,349182.3614771703
99224,-1300746.9155051874,437832.29214703693
99345,-1501422.521022653,288816.79790986975
04347,2333446.5665872837,364701.97246390936
77477,432126.283758795,-1693334.9077258157
77484,394963.18342440535,-1645159.0737920662
77515,445790.34185102885,-1742302.206245229
77533,524035.42997477425,-1636741.6693970272
77551,505321.6489191242,-1727614.058876811
77560,525222.1409201314,-1661775.2458557272
77701,571485.7123709266,-1635650.528402179
77707,564936.6821351999,-1638305.7769009976
77960,271424.23582342017,-1807258.8865090387
77994,248361.52734786473,-1749930.7053423512
78076,86947.48468363876,-2000394.049547087
78159,236785.0435333571,-1744690.9904078185
78224,143134.7068925626,-1738184.2972648237
78255,130262.73477521271,-1700943.5899924862
78415,250322.6509214426,-1917805.6807070826
78576,154723.8078858926,-2065955.3308505144
78620,180678.69336168372,-1636728.68590229
78648,230136.34884755197,-1693550.028173634
78654,172746.1230893194,-1598389.5515988974
78724,230908.8747376839,-1627486.2615592137
78750,212436.88514481718,-1614501.5453598395
78836,35044.72962836779,-1847753.0693094009
78931,345255.2051400909,-1652647.7411006328
79019,-127363.57910968896,-1111602.6296844704
79058,-176824.80322827157,-1042568.1723384832
04231,2256131.3562029228,331091.002579451
04103,2322465.618989589,287839.8891380777
04105,2321965.8158485256,293534.6960440465
04107,2331014.1591394385,278200.6206068886
04110,2327761.2293473026,296874.38670027786
04210,2309967.882723461,330381.4732205428
04222,2323545.668952881,321104.00448158255
04076,2287591.7735174056,257139.80854417814
04086,2336182.493078062,325765.7747840046
03907,2316172.1505230637,232099.994182139
04631,2507633.119789649,515356.0939186583
04635,2446594.397365329,389841.7514837322
04645,2429600.1396677094,376517.86392726906
04654,2474314.1503449935,482836.00278892025
04351,2328372.788095115,367688.3980880353
04421,2401130.016001168,406884.7807896088
04428,2402696.6784625244,456333.2732735848
79085,-230153.7174066286,-1135942.8308707564
79095,-17915.756274642168,-1123272.6639140777
79227,23289.560223893586,-1234849.886412859
79233,-45241.32999745699,-1165566.8128871482
79240,-70323.15231354286,-1123112.7716880208
79259,-42032.36882327585,-1181031.0525141875
79322,-111427.97641457661,-1258240.693092179
79324,-253632.26737385374,-1229631.349537569
79351,-167563.9535237251,-1337675.2255913843
79360,-256411.40246902095,-1362063.8938622659
79364,-152505.93406606463,-1281021.5022370247
79371,-249536.06701006103,-1219586.164662784
79382,-188575.10511320308,-1278147.0869215352
79528,-54277.46009693278,-1314103.6458028567
79562,12523.103451706509,-1415717.590851621
79748,-157639.47685547595,-1398050.615973775
79223,-44403.49871948305,-1195496.0989830955
04286,2252726.132709889,346581.92177238705
79244,-74592.59219854629,-1216671.6272823014
79258,-119689.14554233401,-1193409.315111785
79313,-200571.0106885195,-1239466.6316455693
04221,2290898.268573292,369868.9965964279
04097,2320234.5835845657,306044.4520597756
04008,2340126.665113668,336484.73164451035
04038,2309766.961754951,284007.7915164328
04660,2437619.7412685957,413855.4993892265
04668,2446130.9997140653,523297.528148247
04669,2458878.8992598597,430286.8615919101
04671,2490426.2842292017,526431.6536381864
04431,2404928.587054517,427579.5409466752
04355,2319910.7475342504,370445.1554227118
04359,2341791.0558143444,354532.6932619816
04101,2326172.5561348987,285506.3220622783
04049,2290455.3953510467,280397.3803775937
04061,2291431.48803182,268494.60248525004
04220,2292426.0063233455,353809.22818873316
04226,2255034.021447753,374389.6416891105
04236,2313407.6451360676,344526.0254171352
04254,2303832.295965206,370140.3583979669
04611,2484762.1487600044,451032.1552080188
04613,2459231.8947410122,426732.1647915927
04434,2362214.0502014863,436812.2741241809
04441,2310963.75584238,526260.365501928
04443,2323670.688385904,477016.8599278646
04412,2390846.1137937424,448532.22312575456
04415,2343809.2872833577,498679.071987982
04066,2343099.48376816,305614.2137111876
04069,2322326.593595533,312689.9364474481
04646,2449417.0255577145,409014.25073954737
04650,2413431.7256366774,397645.70531691937
04658,2464757.1824707114,446452.87102307583
04450,2371483.1631756425,456657.3119809092
04471,2405795.826981455,591256.4381545502
04474,2390599.4993567737,440019.42113793053
04476,2405760.4971392103,416942.8745792263
04454,2444565.5059647853,562626.8839862788
04259,2321822.22404446,352405.0354050067
04285,2270397.530671303,390170.0615788823
04418,2394710.542393769,486039.74795432965
04473,2387680.2955387803,459764.2539186591
04492,2442385.635855956,540068.90146407
04547,2380990.917978667,346128.31407446455
04548,2357789.6786810826,315687.9485633817
04555,2365489.7823186126,355170.91620016564
04571,2359238.3574818717,327491.6825957582
04574,2364860.0861833263,375345.64822646667
04410,2365742.2591239316,475379.7555192766
03910,2319368.187568087,223611.64358813025
03911,2318794.4404425276,218600.87579892616
04006,2328505.427501564,259902.22940576848
04677,2443639.6003055107,433061.50401060475
77905,290430.9822039499,-1798392.6246239366
77973,300453.34373543086,-1818638.8457744054
77979,335081.5879420818,-1810573.7355061888
78026,143033.02121280512,-1799057.4551148235
78039,114966.4856891112,-1738070.2299937962
78045,33875.60647382728,-1901795.195307922
78112,159434.4929605506,-1748338.1046421006
78121,185620.96377601716,-1732640.159948365
78145,197894.1409401839,-1810105.5609893713
78154,169284.32321876878,-1711322.386671308
78245,123628.06838576296,-1728274.5006968365
78247,154958.14765564236,-1708033.8591366196
78264,146464.2459103693,-1750207.041341636
78361,126315.06235595129,-1983107.9038810432
78419,271895.57207774295,-1912472.5369692934
78503,176895.0755840842,-2083484.461979477
78616,237492.49554521858,-1667887.6684530568
78626,231433.67263411047,-1586432.0344932997
78664,227326.84159274228,-1604420.136237936
78704,216423.846429688,-1633583.7164942846
78738,194534.40367330308,-1627089.1853713628
78830,51107.305506640514,-1824686.9946693452
78951,308413.01038485835,-1700133.9130752205
79034,-14887.13425254958,-958104.0719632003
04411,2398523.0165333846,464384.9326741371
04017,2335512.748618394,296617.7780766118
04019,2336749.8317416944,292246.28660045564
04021,2320249.920692861,299539.4625490534
04024,2288431.805438004,291708.42847865046
04614,2419005.8481634962,413846.7822070383
04626,2502872.982855045,482958.2176522891
79068,-132189.04016909117,-1072145.6440104889
79331,-185924.3167060134,-1366501.0492977991
79423,-172299.69683630115,-1282060.7893433028
79506,-30911.185575729305,-1429816.565959361
79549,-84889.99284065067,-1342374.489538231
79703,-202325.43067804896,-1442133.4975303195
79758,-221621.35236760936,-1438181.2319863231
79783,-193786.23452613706,-1403427.4658433152
79839,-543304.2215735192,-1494660.0868204606
79915,-605943.3999490101,-1448041.1643859332
75886,388754.2835189378,-1456729.0459854542
78842,-98542.83956009573,-1702628.4070823756
75659,556736.7545393719,-1367178.3792520908
76880,160946.95158761466,-1502170.7339429567
75050,281666.84354932676,-1351929.8400085543
75061,285063.68937313935,-1346078.5277132555
75065,279661.48544085614,-1314730.624559151
75071,314993.0831962391,-1298522.9021263113
75077,274973.62005267444,-1318417.8840506317
75098,324717.4604012625,-1323738.3541549211
75148,377793.03815937095,-1419857.067260452
75172,313234.01901466394,-1369636.1113672105
75220,293342.2212552499,-1341266.5730292872
75420,400373.933517264,-1315495.4905826119
04353,2351562.3000249653,361614.6366920648
04039,2310787.739414775,306722.12225035985
04040,2274689.3400466987,319508.61451565503
04048,2286100.4703480205,273027.8001823791
04050,2333167.8740468607,290567.20423090155
04051,2259314.546118473,323250.5241866712
04055,2287730.7741363593,307789.044475666
04679,2441961.3551025563,407414.94195893285
04680,2460250.8474682,442042.0758283866
75423,354973.1696742071,-1291618.1469759394
75468,427672.21672921436,-1263781.248243522
75474,365343.90551610047,-1332752.1514732137
75481,431746.7965800363,-1285086.2597620876
75571,489345.80697012506,-1294000.324305236
75640,500070.3245885113,-1347852.6748680316
75652,498591.35611453187,-1401685.752144707
75750,465948.321504665,-1398959.8601665427
75773,428396.4050072697,-1355923.867030826
75861,390790.47578164324,-1449392.6780186335
75938,541917.3885671727,-1542376.7985753932
76008,223308.5821521665,-1363989.655227748
76053,265063.66514248715,-1347783.249580006
76179,240309.3691906881,-1337819.1537376156
76245,291880.7958339991,-1234817.5695657795
76271,287616.3767102716,-1274763.9231244288
76377,162783.66159279083,-1218464.9230776748
76504,251377.47479731296,-1533434.6998447545
76525,174439.4746815766,-1498415.3566720742
76627,247535.67237695653,-1427056.5479401855
76648,303540.8162404578,-1453436.773819537
76820,91913.83599082644,-1575203.8848199826
76871,96190.24654273839,-1522135.9686832058
77003,453108.2384220342,-1678616.0989143162
96744,-5596385.189252397,-652782.8059100622
96760,-5470810.82066795,-1027145.4379352138
96777,-5521291.081948673,-1033322.3910932448
96789,-5605719.151137876,-639853.0194938548
96821,-5598016.898885907,-672879.531045759
96742,-5541433.462215522,-738325.5700026755
96761,-5529336.193043227,-786381.0800674928
96768,-5507257.657921706,-816189.7016159912
96779,-5510298.592722088,-802700.3443511564
96816,-5601549.669971324,-670833.9700599306
96825,-5593634.490267351,-677287.2837036181
96738,-5514087.135943304,-943402.2580668413
96703,-5677026.384840362,-479120.00842234876
96746,-5677797.983578155,-485180.22355369094
96790,-5515412.324006398,-829036.3658987171
96701,-5603989.1560125435,-652307.1337925027
96704,-5550525.44607472,-1000272.5030558896
96708,-5499346.247691897,-815616.6981115405
96713,-5497493.468268101,-838010.4361665583
96717,-5595362.599667607,-637074.8004020023
96719,-5500249.779378199,-906706.4689890087
96725,-5536014.771162878,-967256.0340809806
96728,-5461993.834863525,-990708.6604816731
96731,-5593852.067325585,-619331.6442566906
04057,2276402.0657712203,318520.7987329091
04093,2306278.076073265,275309.00415286503
04095,2279066.93466093,264353.0166824412
04459,2384511.6091803005,544810.0150095444
04344,2334206.351746388,361152.5318960332
04364,2321863.0711529534,362627.682489518
04401,2380198.736475327,451861.74432161706
04408,2417981.556470805,485101.0273395601
04346,2340322.541043239,360676.3185866542
04429,2401972.6685263077,445455.4711291702
04438,2385440.0791134513,423596.80601716286
04472,2403861.5436394843,428226.0400314166
04481,2345174.5243798713,485763.1787083296
04258,2300964.28132248,334499.8750663128
04464,2314852.875613519,479160.4484431385
04263,2310242.835900402,355953.0027955467
04422,2357414.7271160437,469782.85991529864
04292,2284018.1007783003,355297.9288887522
04426,2343776.585517458,478071.2463476096
98019,-1614876.8829727678,528683.3018466056
98031,-1643823.0367374152,497855.06847568584
98038,-1626334.9196804347,494357.8075646425
98077,-1623243.2711906857,532457.2083931203
98248,-1627717.4473598609,663755.8468745835
98264,-1613447.6554218326,669510.2556633402
98360,-1652775.9379465212,456864.45393831574
98382,-1686967.3355928857,581922.8974921794
98409,-1670561.3253904006,482866.4763914231
98443,-1663117.1842390306,480035.1167675392
98538,-1742883.225609142,418064.30599214823
98581,-1740029.7658676612,403674.58788129827
98647,-1767934.8227160878,407708.0745800367
98844,-1390060.5194968553,604905.0848103847
98858,-1469486.2454726128,482120.2321166918
98953,-1529958.436553611,354527.35190833284
99021,-1270520.0336317292,454280.3842951633
99119,-1262456.9113910778,528054.3822683506
99146,-1321947.185944595,593115.8282398194
99169,-1375288.8567205833,394332.2370459595
99353,-1470388.328668232,325045.5664069314
98025,-1625591.265242943,495988.3033584402
98005,-1635417.367172212,519883.3382668505
98029,-1625848.8698316864,510439.8336080859
77045,445159.95388743473,-1691539.1617947367
77049,471814.19256565144,-1668256.031344813
77058,478624.30974466656,-1697809.3285218407
77061,459479.550542619,-1688785.0516757988
77068,438070.7068141143,-1651068.3415928786
77077,424246.0990425029,-1679656.5751706876
77375,427561.43355246924,-1641930.363156838
77418,364119.41432418517,-1657579.1752228
77430,425153.8186585481,-1733560.5253465998
77436,367721.2636820966,-1722573.3788172547
77506,468353.1409385964,-1681288.7376905137
77511,465440.8584123217,-1718043.2936326044
77534,459858.61002826283,-1737439.2575738141
77564,517005.2946245842,-1623177.8217967662
77624,550564.1836432606,-1569205.8111909851
77840,354520.14099926647,-1588185.420453509
77864,394390.10332625936,-1547796.219247731
77983,327398.0741181004,-1839882.7834874175
78066,108379.49021140947,-1718609.7604335244
78212,147317.4578149144,-1720900.3944018048
78218,156324.15287118085,-1717540.729251544
78254,124188.31522125225,-1714044.679181052
78371,95042.12100846016,-1932432.3498525491
78379,221726.80265412145,-1957171.27403601
96737,-5552947.303446247,-1025397.4056860228
96751,-5673821.428930436,-486507.9327357201
96780,-5464232.044816673,-973988.0057468936
96796,-5709711.18783597,-475719.1641067797
96826,-5604418.915310608,-668387.979127314
96740,-5531677.884058411,-952115.4952521676
96743,-5502790.004555268,-934868.229805112
96747,-5709199.906503495,-483178.37039717153
96749,-5463348.1301300535,-1024582.8664541376
96753,-5524252.396715994,-817941.5013146178
96756,-5696369.483930473,-496429.53899467184
96757,-5546022.707963688,-737595.8047176573
04257,2271242.4673826187,374400.69813994784
04260,2311376.778035387,316248.6328314454
04261,2242166.621142652,361837.7277946388
04265,2317412.549563818,356456.29832300625
98052,-1629932.7701498927,526069.7989167525
98053,-1623342.0961475358,522238.4192698466
98068,-1582402.251677591,485845.30633677496
98229,-1618438.791505333,641279.0903911458
98230,-1630715.3769930478,675501.7342718341
98312,-1679011.9143341407,526729.722178749
98349,-1689050.266586674,495004.8451276823
98373,-1661270.3978155255,472767.8415349484
98512,-1719071.637011391,467082.9227796276
98550,-1776478.6476043991,504087.38314998185
98602,-1623687.4860738397,313172.6599444149
98603,-1702572.4211908204,355578.29413340194
98684,-1722394.2550202543,313248.9953926761
98822,-1507000.28786517,513395.3456195918
98840,-1426965.3273297995,540008.9768238852
98902,-1547642.2577552407,377270.76275993395
99012,-1282186.2116603095,403244.9233911754
99114,-1290342.6756405935,551627.0723393708
99138,-1347473.1006666394,515574.40036473965
99171,-1322524.0202063667,380552.6725507292
98045,-1602914.1018694711,495190.129195572
98092,-1642942.6823931192,483933.4548687295
98168,-1648916.6707860401,509078.25717111817
98177,-1646065.8833008888,537795.95861198
78382,290378.312772772,-1866486.6411829833
78390,262666.4666967307,-1879119.2255049315
78393,262085.62592007054,-1859517.0927046817
78404,258742.76370941618,-1905067.3355769026
78520,248197.4478813284,-2103363.9650217732
78548,135879.8053376759,-2071665.7145010596
78573,171493.4055336879,-2068758.097244788
78605,188040.32351049085,-1575716.4758438147
78640,211377.35239737178,-1660929.993520128
78660,232334.69566825742,-1611018.0807241877
78703,216282.83717093844,-1627973.9549500889
78736,198559.21111512394,-1633430.115195063
78883,66432.1286438363,-1698497.639271175
78953,257548.07196716906,-1675163.2003065727
79041,-179074.91188029715,-1215069.888281833
79053,-238693.98358125263,-1173030.8423711285
79201,-30900.71994178216,-1175801.8580804237
79239,-70734.69849854044,-1149163.827866139
79245,-43651.61562156183,-1145861.9729502648
79316,-215822.3074687178,-1314087.1821296532
79346,-262550.3369439049,-1255882.8681018094
79377,-200494.0075819785,-1337040.5395581778
79517,-116577.08711858749,-1344591.652834387
79541,17413.46738597986,-1425814.3705714212
96759,-5613531.384468111,-635786.51010646
96763,-5557713.257181997,-774079.0237495218
96771,-5478445.883128135,-1023843.8024016392
96774,-5471508.780051114,-967888.3907200368
96776,-5475224.231510547,-959360.0173828632
96781,-5468851.883654749,-993705.8985714085
96785,-5489005.260937679,-1023383.7972904595
96786,-5606470.574864012,-630505.5129972068
96793,-5522838.550018541,-794582.4441946894
96797,-5613011.966747028,-644011.6670022835
96813,-5604422.560853827,-664810.4589056087
04267,2266263.0323335957,330226.8570925355
04455,2400548.3172477963,518868.75770708075
04456,2367735.4478198364,451488.67014736036
04469,2390740.066069716,463082.2113621662
04350,2329486.6847155485,347569.84216155304
04357,2339128.913239705,346676.32710234914
04406,2312429.5399865396,469323.24122120545
04416,2396200.3679506723,431400.43796608975
04427,2362855.211425077,460971.41245887824
04449,2371211.2696864614,466550.92472219624
04475,2384403.1500005797,495028.33465424547
04479,2335563.2890010136,467677.58274455677
98201,-1624948.9062766195,561099.7887907914
98204,-1632887.3125468201,552581.7756013942
98224,-1588903.6870772764,520739.28386235086
98240,-1624903.2755479428,672591.7710884128
98279,-1647243.2254965978,643538.4676802029
98294,-1599092.3491169629,536268.2216547551
98332,-1674529.345011461,501937.7352893742
98376,-1677137.6721192545,558434.0325702832
98404,-1665535.5002512888,481220.73598897445
98466,-1674074.8717747536,485977.2620560687
98547,-1795102.890265135,470085.6023197582
98563,-1751386.866203593,506571.4932418305
98582,-1702877.2637985577,411162.85935175174
98596,-1727299.6848654593,415895.6241005629
98613,-1604241.446264348,294516.25314234523
98643,-1783205.0382212794,409492.86810853134
98674,-1722855.729218835,350328.95253806724
98860,-1420668.1957486784,445569.01336286654
98908,-1559495.164302661,383398.0232484526
98944,-1486579.607067036,350174.86110187194
99109,-1296288.148181765,511416.5531868037
99148,-1292149.2054673496,488796.78216809325
99320,-1480878.1727482066,328763.99896520184
99344,-1441558.2179126672,376142.27845254587
79745,-288300.041867124,-1453585.8149237433
79782,-178782.95802561543,-1419924.6303284923
79846,-389460.46620150766,-1718499.4400426452
79916,-606691.0361762363,-1435045.1472689782
79935,-601787.470307953,-1445891.363102522
75006,291007.4138006665,-1330863.1384663775
75009,303218.2927731382,-1288704.089775075
75013,309460.5633127598,-1313238.2718043795
75019,282871.6027488847,-1331133.1470854816
75035,301882.0653853654,-1308711.2693017235
75105,343591.9761644623,-1405635.8458408865
75141,311408.0308718469,-1365709.5723028262
75154,300886.11358272505,-1379014.612063042
75203,300717.34566827933,-1354549.1345088563
75227,311313.93019791093,-1351260.6283011548
75402,366575.5012538431,-1316070.8664010218
75490,344232.83900534763,-1276192.8845115348
75645,482244.0264799416,-1352429.1108288204
75684,479150.645593586,-1398350.2685440981
75783,429786.4344464634,-1340058.8744586897
75845,470950.67022672214,-1528971.21764896
75862,448430.24304129323,-1544920.07738411
75939,498405.99735591304,-1536197.1136437338
96814,-5605908.2063404275,-666924.0613409445
96819,-5605349.87275758,-659444.2942975909
96850,-5606567.770400192,-664772.8937178905
96853,-5610975.695127211,-656396.3044899828
04268,2278151.3540563686,335287.7773462132
04271,2284736.3626491046,341799.43880708993
04275,2257644.2146249954,383173.59377004416
98002,-1648393.6461157862,487804.5305550253
98006,-1635881.428498287,513335.91616409615
98010,-1633033.0317406843,483800.6598228984
98037,-1636692.1161618773,546398.4780893355
98144,-1645178.756326138,519312.0640972312
98235,-1613117.7338129627,612173.8481795901
98252,-1588941.2200883399,558746.1203025825
98258,-1615943.0552477508,563028.3182681674
98346,-1654774.761137204,549339.2327387737
98356,-1674905.2313440242,410326.6250481377
98498,-1677752.554956773,479031.4032139893
98506,-1701988.9516882093,479652.0661247359
98584,-1717650.8195974722,501127.89031114435
98597,-1682547.644170149,444454.73290910694
98612,-1761739.3085891139,395651.4743976882
98675,-1701534.7199762722,334386.73651854607
98823,-1461300.1573003624,440626.6564060056
98901,-1531268.2851425419,381245.41205519176
98923,-1559097.9607077718,388238.6425350525
98950,-1500642.507522205,393781.6641324119
99003,-1275231.484026184,463385.7289674311
99013,-1316519.7176856094,468668.2904178662
99143,-1346854.9296643392,344951.058633327
99166,-1357611.9751274558,561676.1643868882
75976,482782.1507766674,-1481757.133342227
75979,538445.7360436042,-1560254.996403657
76009,264255.3879158959,-1392117.0636554034
76011,274353.911201863,-1354393.042794271
76034,267648.78036249446,-1339468.544543448
76071,236407.7488795741,-1327734.8646826677
76117,256769.783386628,-1349506.5283695825
76249,252014.92258531935,-1296960.3439221154
76301,140887.90587303744,-1230515.493462228
76360,92350.65942408274,-1223642.3226718963
76436,168913.57135014833,-1454604.9316990473
76486,182203.58289251584,-1327468.0908959354
76518,275086.5608969508,-1564758.752107182
76534,252898.60799804758,-1562001.9056591084
76639,317804.7432012261,-1450332.415467365
76666,294752.9778691956,-1431962.7271939942
76678,309563.92363451445,-1475241.039644539
76685,285884.63680175657,-1509295.045757073
76705,277537.393900937,-1479220.4962758913
76802,105232.21012809825,-1472761.0469870777
76858,36402.40518416057,-1529873.246488569
76877,119467.69014340501,-1534549.725519623
76934,-64514.847012662,-1484719.5943885979
77040,434672.40604785306,-1665701.0759943111
77042,432251.08342778496,-1680628.2298365016
54876,655982.2672874383,126615.56005837503
54970,868102.8976974299,-44950.81653510295
23113,1943160.911343856,-566825.4242165685
23120,1937965.6266791811,-583426.5002443733
23128,2051310.1506150148,-546689.3828413192
23160,1927290.749328117,-560978.9940455487
23303,2115046.896576997,-474086.6806105467
23314,2057494.9620953249,-601478.5441342805
23421,2110297.9452369506,-491802.58117200393
23442,2109856.18910853,-475931.9365415499
23462,2092474.8340248482,-605714.3813524937
23601,2058966.3488345377,-592233.9015963903
23665,2067204.050950296,-583670.6050806585
23847,1978163.921357327,-658227.5349881982
23888,2018959.561602151,-613500.5093216504
23944,1921903.4448600926,-646121.7913618777
24066,1773809.2468871123,-611694.8535514404
24092,1779909.7178044424,-671942.5374558001
24136,1699835.0261681722,-654958.7308828526
24217,1569618.1936807886,-709595.488101985
24230,1548527.2062129234,-729222.586713302
24319,1622153.1426679853,-736914.5936193455
24361,1605735.8601250683,-739861.24850299
24366,1658533.7706802308,-670980.2852401934
04693,2454296.215228126,425177.8022200409
04772,2313595.7129120277,716994.2126971585
04785,2340366.448615746,715390.259888701
04855,2386886.7977842423,343455.0230521439
04864,2381399.258940104,364542.1887313543
04901,2340333.6541328947,399655.25079419906
04920,2298131.64429682,450680.2847474458
04927,2338066.8890915755,412858.5092724491
04937,2329363.0509558925,405078.1204656091
04942,2318732.9487227723,450271.4456733826
04953,2351984.166547116,441760.5589145584
04961,2272748.6035673027,446210.0920017435
04965,2343283.971306843,436394.287889082
04921,2371118.7166933347,414466.70904973714
04923,2329419.5105302474,454123.6569222987
04746,2326734.917237183,724509.6745549819
04756,2311070.9595746794,727813.4350316494
95641,-1866242.598060745,-516986.59437451087
95680,-1861751.1692279615,-507658.5058384559
95919,-1803670.0611932382,-385027.6765537178
95920,-1858245.4319583636,-367228.4026480236
95930,-1791996.1194866076,-375115.8171575967
95957,-1860138.8210830644,-413967.27733379306
95973,-1839569.4926733077,-323564.3201064677
96051,-1851535.7071582698,-201622.36166664815
96084,-1819121.316608567,-223132.2418359365
96101,-1687509.372073116,-181323.52234657196
96116,-1688283.445161497,-203970.82899953861
96140,-1712751.8296258473,-431803.3048824525
90005,-1678257.5120540592,-1032648.4760360564
90027,-1675191.554474637,-1025828.6914905311
90039,-1672862.3174195068,-1027791.1324058898
90040,-1665266.0706623578,-1043046.3271716413
90056,-1685050.2620651552,-1038642.1450413808
90278,-1687746.3911172238,-1051715.1987267402
90650,-1661103.1849109512,-1053763.3795869704
90815,-1666457.2731586727,-1065260.6582187915
91301,-1717097.8605175442,-1016682.22427307
91352,-1679682.915260542,-1012678.9078650865
91423,-1687416.7217615373,-1020381.5188109234
95648,-1821074.4743058444,-439215.0491363978
95818,-1846478.5752239411,-475352.12749911484
95822,-1847539.1094839843,-480051.4783736276
95838,-1839555.8764779654,-466632.46531696385
95843,-1831104.891455013,-460981.5425991388
95914,-1813732.145091173,-385455.8277813325
95953,-1850560.1483968436,-393763.6189776189
96003,-1855006.654516776,-227936.49868196464
96014,-1871468.1715754808,-142674.68331736285
96031,-1909363.0215006173,-153260.23288062765
96054,-1740949.209684939,-189470.64411200155
96059,-1822865.3416857899,-264450.1352622841
96114,-1717453.620186082,-308072.64730564575
96148,-1708486.6457478018,-430870.7554126756
93246,-1770201.4080259094,-752781.7498188609
23805,1978647.0957723558,-604543.1974449068
23830,1981435.3987698606,-616334.112178452
23831,1968059.9188546608,-582521.1683372369
23838,1953309.877285423,-589732.2134321827
23840,1957248.510705056,-618967.3492487881
23860,1989016.8859843255,-583783.9857766945
23901,1887064.5359608599,-607177.9514866888
23962,1872251.279298774,-655557.9585964563
73009,148454.280629298,-1077491.3243841985
73013,227041.99124155057,-1038311.1287168366
73017,174288.1422164612,-1116723.7178877313
73036,185474.46608833296,-1052068.3493067264
73075,253632.40569695755,-1133886.8496780128
73096,115384.48146078746,-1052832.6402617495
73141,236188.96736964493,-1049618.9840344489
73159,220176.94784513972,-1064663.7251253477
73439,301406.5523259615,-1222541.2093759035
73503,138045.01601435273,-1145475.1203341722
73529,189364.52756866356,-1181177.9543668895
73565,196714.5105186168,-1216233.1315572239
73667,87469.38736778472,-998640.3848630622
73744,153816.04219850773,-1003813.5382371633
73859,64876.24150219264,-984689.4935785917
74029,367311.9916910611,-899179.0224405357
74044,326035.2157618364,-982792.5604069092
74058,290973.67230696214,-954767.237273741
74344,470605.86502819305,-918912.5052579539
74403,425234.5827430676,-1024010.8049984868
74431,368895.73232653196,-1050997.9676212356
74528,392292.4098117721,-1132051.936476695
74567,427399.9289140876,-1159902.508690374
74727,383120.84825369186,-1209851.2345049772
04781,2297550.2223794027,699326.5111425834
04863,2413058.2473359876,370091.95058391005
04732,2331389.485593038,642453.4215174399
04733,2373402.7110782964,558983.3432623909
04734,2374589.1026944118,651008.5537976082
04735,2371650.7807525964,636862.5497190723
04740,2372027.8514024774,669465.9997341369
91708,-1620728.9032995354,-1057400.7096646426
91731,-1653694.2171793727,-1035780.8100197642
91739,-1604734.580680808,-1036829.7644012752
91754,-1663645.4754751665,-1036815.4647191264
91791,-1640904.5559316871,-1040584.1577395594
91913,-1587263.9803889517,-1215242.2895627872
92008,-1607446.0522933134,-1151932.7120441878
92126,-1596035.675772884,-1180559.2589824025
92257,-1440153.4778996615,-1162588.4969063965
92322,-1585494.545982713,-1030409.2545044455
92501,-1595335.9208607206,-1057789.786841777
92505,-1607495.802891619,-1063010.2927329957
92630,-1630527.2351560034,-1089912.7357549712
92656,-1636175.305669511,-1096879.8188681765
92692,-1627642.0313783295,-1094797.4067967748
92802,-1648842.5752119257,-1067654.7875574522
92886,-1636013.952459058,-1060535.3181846712
93110,-1800208.2977658866,-961190.3093534169
93218,-1703102.2377028773,-821190.5564472013
93239,-1781881.7360397365,-782820.3911893072
93291,-1719676.9601929057,-756897.9305781053
93442,-1868897.1750279088,-833865.4027077646
93532,-1687097.104762869,-959258.1022978636
93614,-1730972.1502786,-659694.3911841601
93644,-1714830.90983697,-640667.6346830154
24201,1580979.9099495448,-763118.4054617292
24273,1531203.7278634568,-733799.4883626878
24313,1693055.0792401615,-703443.8291084464
24426,1734891.526300722,-595165.976621769
24526,1796924.237115003,-603973.2089444076
24539,1857028.7776597054,-669336.5492291728
24613,1638366.6454993184,-675883.8561971943
20137,1903952.368591474,-430530.72289707727
20165,1925327.5228531933,-396167.06875967403
20166,1921357.0717205922,-406511.5308170837
20175,1907535.8339444888,-399625.1919940742
22066,1933555.9471992473,-398528.24268391606
22310,1954916.5344185405,-418726.1728528296
22437,2009343.554503479,-520497.05618324433
22482,2049811.7436134166,-513246.2662993574
22714,1898294.618315826,-465333.40602617466
22736,1918156.7806204595,-474268.2414481637
22935,1850149.7811864149,-508855.85234573897
22976,1820102.222492702,-564435.1901379494
23055,1891493.9731326052,-554171.7548969053
23069,1966465.525952118,-533597.0456974601
23108,2019986.6889245803,-531525.4442522533
23149,2032243.157850557,-537778.2293189173
23163,2064966.208672692,-553102.6924823041
74764,457081.22004891885,-1197570.4563422261
74868,305871.62013679475,-1074897.872673723
74963,500446.30319999874,-1159384.7961069837
73003,226823.75899652924,-1032993.6633494205
73010,212550.68814373272,-1096555.6702047868
73034,233097.76945863495,-1029563.3086354964
73051,251624.16927527814,-1102932.825823957
73071,235752.91842945226,-1080647.591828373
73121,232220.51241086808,-1049212.4027802127
73160,229680.42683648688,-1069918.3753218793
73455,299112.4023749065,-1190500.164720747
73532,37084.423663822854,-1151686.2228020807
73628,28308.746372319285,-1041059.8974673823
73650,52834.20298602942,-1039257.6510840561
73728,143497.51814677136,-916854.4329794599
73857,60025.29129371389,-969310.890462117
74037,362422.06683378527,-990923.6278186697
74045,296757.5639797948,-969352.649339456
74116,374594.51644198503,-969611.043069434
74350,443763.0986467903,-934956.8921300686
74442,381801.1867508306,-1086715.0763447534
